ticket_id,account_id_hashed,timestamp,text,category,keyword_hits,n_hits,amount_reference,likely_fraud_related
TCK000237,H00972,2026-07-13 01:14:00,I was billed for a bill payment that never went through.,billing_dispute,[],0,False,0
TCK000238,H27716,2026-07-19 17:10:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute,[],0,False,0
TCK000239,H98262,2026-06-01 02:07:00,I was charged twice for the same merchant payment this week.,billing_dispute,[],0,True,0
TCK000240,H45328,2026-06-25 02:56:00,I was billed for a bill payment that never went through.,billing_dispute,[],0,False,0
TCK000241,H46741,2026-07-03 21:39:00,The app keeps crashing when I try to send money to a contact.,technical_issue,[],0,True,0
TCK000242,H89029,2026-07-25 04:45:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute,[],0,False,0
TCK000243,H00203,2026-07-10 00:42:00,How long does a merchant payment normally take to reflect?,general_inquiry,[],0,False,0
TCK000244,H38604,2026-06-24 07:59:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute,[],0,False,0
TCK000245,H58525,2026-07-27 21:10:00,Someone changed my PIN and I can no longer log in to my account.,account_takeover,"['pin', 'changed my']",2,False,1
TCK000246,H06575,2026-07-10 06:24:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue,[],0,False,0
TCK000247,H12895,2026-06-05 14:19:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000248,H78484,2026-06-10 14:03:00,I was charged twice for the same merchant payment this week.,billing_dispute,[],0,True,0
TCK000249,H92614,2026-07-12 18:56:00,USSD menu is not loading for me since this morning.,technical_issue,[],0,False,0
TCK000250,H00886,2026-06-10 02:01:00,USSD menu is not loading for me since this morning.,technical_issue,[],0,False,0
TCK000251,H19347,2026-06-02 11:48:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue,[],0,False,0
TCK000252,H26377,2026-07-12 16:39:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute,[],0,False,0
TCK000253,H10695,2026-07-11 17:21:00,The app keeps crashing when I try to send money to a contact.,technical_issue,[],0,True,0
TCK000254,H23913,2026-06-28 05:35:00,USSD menu is not loading for me since this morning.,technical_issue,[],0,False,0
TCK000255,H16602,2026-07-29 20:23:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000256,H53313,2026-06-05 08:03:00,What documents do I need to upgrade my account tier?,general_inquiry,[],0,False,0
TCK000257,H72384,2026-06-09 00:32:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000258,H21925,2026-07-26 03:36:00,"I did not make this transfer, someone accessed my account without permission.",account_takeover,"['did not make', 'without permission', 'access']",3,False,1
TCK000259,H39957,2026-06-06 18:59:00,My SIM card stopped working and now money is missing from my wallet.,account_takeover,"['sim card', 'missing']",2,True,1
TCK000260,H65378,2026-06-21 22:40:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000261,H04369,2026-06-20 07:48:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute,[],0,False,0
TCK000262,H39189,2026-07-29 09:51:00,How long does a merchant payment normally take to reflect?,general_inquiry,[],0,False,0
TCK000263,H48685,2026-06-08 18:32:00,I was charged twice for the same merchant payment this week.,billing_dispute,[],0,True,0
TCK000264,H65259,2026-06-15 18:58:00,USSD menu is not loading for me since this morning.,technical_issue,[],0,False,0
TCK000265,H90659,2026-07-16 09:13:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000266,H55350,2026-06-25 04:10:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000267,H01874,2026-06-27 10:59:00,How long does a merchant payment normally take to reflect?,general_inquiry,[],0,False,0
TCK000268,H07788,2026-06-21 04:15:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue,[],0,False,0
TCK000269,H50931,2026-06-22 09:24:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute,[],0,False,0
TCK000270,H45328,2026-06-18 12:14:00,USSD menu is not loading for me since this morning.,technical_issue,[],0,False,0
TCK000271,H14778,2026-06-22 06:20:00,USSD menu is not loading for me since this morning.,technical_issue,[],0,False,0
TCK000272,H85259,2026-06-26 13:52:00,What documents do I need to upgrade my account tier?,general_inquiry,[],0,False,0
TCK000273,H12895,2026-06-12 19:41:00,I was billed for a bill payment that never went through.,billing_dispute,[],0,False,0
TCK000274,H26060,2026-07-22 13:56:00,I was charged twice for the same merchant payment this week.,billing_dispute,[],0,True,0
TCK000275,H21975,2026-07-15 17:24:00,How long does a merchant payment normally take to reflect?,general_inquiry,[],0,False,0
TCK000276,H16265,2026-06-26 20:37:00,I was billed for a bill payment that never went through.,billing_dispute,[],0,False,0
TCK000277,H98508,2026-06-06 15:49:00,I was charged twice for the same merchant payment this week.,billing_dispute,[],0,True,0
TCK000278,H58788,2026-06-05 01:31:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute,[],0,False,0
TCK000279,H11873,2026-06-02 19:57:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue,[],0,False,0
TCK000280,H02220,2026-07-05 21:11:00,What documents do I need to upgrade my account tier?,general_inquiry,[],0,False,0
TCK000281,H13577,2026-06-13 08:18:00,What documents do I need to upgrade my account tier?,general_inquiry,[],0,False,0
TCK000282,H05481,2026-06-04 18:39:00,I was charged twice for the same merchant payment this week.,billing_dispute,[],0,True,0
TCK000283,H60947,2026-06-08 22:28:00,The app keeps crashing when I try to send money to a contact.,technical_issue,[],0,True,0
TCK000284,H18497,2026-06-27 16:24:00,"I did not make this transfer, someone accessed my account without permission.",account_takeover,"['did not make', 'without permission', 'access']",3,False,1
TCK000285,H31906,2026-06-21 22:24:00,What documents do I need to upgrade my account tier?,general_inquiry,[],0,False,0
TCK000286,H37541,2026-06-03 03:30:00,What documents do I need to upgrade my account tier?,general_inquiry,[],0,False,0
TCK000287,H65158,2026-07-08 00:06:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000288,H59147,2026-06-18 17:56:00,USSD menu is not loading for me since this morning.,technical_issue,[],0,False,0
TCK000289,H52541,2026-06-24 05:01:00,I was charged twice for the same merchant payment this week.,billing_dispute,[],0,True,0
TCK000290,H03113,2026-06-15 08:48:00,What documents do I need to upgrade my account tier?,general_inquiry,[],0,False,0
TCK000291,H97906,2026-06-20 09:11:00,I was charged twice for the same merchant payment this week.,billing_dispute,[],0,True,0
TCK000292,H79597,2026-07-22 01:39:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue,[],0,False,0
TCK000293,H30592,2026-07-10 15:50:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000294,H99533,2026-07-08 17:46:00,I was billed for a bill payment that never went through.,billing_dispute,[],0,False,0
TCK000295,H50010,2026-07-16 14:45:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute,[],0,False,0
TCK000296,H94355,2026-06-20 18:08:00,I was billed for a bill payment that never went through.,billing_dispute,[],0,False,0
TCK000297,H74709,2026-06-29 05:56:00,The app keeps crashing when I try to send money to a contact.,technical_issue,[],0,True,0
TCK000298,H53237,2026-07-29 09:13:00,My SIM card stopped working and now money is missing from my wallet.,account_takeover,"['sim card', 'missing']",2,True,1
TCK000299,H32298,2026-07-11 04:28:00,How long does a merchant payment normally take to reflect?,general_inquiry,[],0,False,0
TCK000300,H82163,2026-06-19 08:35:00,USSD menu is not loading for me since this morning.,technical_issue,[],0,False,0
TCK000301,H35418,2026-07-24 04:09:00,What documents do I need to upgrade my account tier?,general_inquiry,[],0,False,0
TCK000302,H33613,2026-07-18 06:26:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000303,H06994,2026-06-10 00:41:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue,[],0,False,0
TCK000304,H71707,2026-06-14 02:19:00,The app keeps crashing when I try to send money to a contact.,technical_issue,[],0,True,0
TCK000305,H30250,2026-06-29 15:36:00,How long does a merchant payment normally take to reflect?,general_inquiry,[],0,False,0
TCK000306,H03216,2026-06-04 09:20:00,How long does a merchant payment normally take to reflect?,general_inquiry,[],0,False,0
TCK000307,H28920,2026-07-30 16:51:00,I was billed for a bill payment that never went through.,billing_dispute,[],0,False,0
TCK000308,H19347,2026-07-29 05:37:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute,[],0,False,0
TCK000309,H21300,2026-06-25 15:58:00,I was billed for a bill payment that never went through.,billing_dispute,[],0,False,0
TCK000310,H33613,2026-06-21 03:42:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue,[],0,False,0
TCK000311,H22828,2026-07-02 20:24:00,I was charged twice for the same merchant payment this week.,billing_dispute,[],0,True,0
TCK000312,H41145,2026-07-11 04:10:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute,[],0,False,0
TCK000313,H93215,2026-06-19 16:14:00,What documents do I need to upgrade my account tier?,general_inquiry,[],0,False,0
TCK000314,H70083,2026-07-29 17:56:00,The app keeps crashing when I try to send money to a contact.,technical_issue,[],0,True,0
TCK000315,H21831,2026-06-16 11:40:00,The app keeps crashing when I try to send money to a contact.,technical_issue,[],0,True,0
TCK000316,H94967,2026-06-04 11:55:00,I was billed for a bill payment that never went through.,billing_dispute,[],0,False,0
TCK000317,H39282,2026-07-30 23:41:00,My SIM card stopped working and now money is missing from my wallet.,account_takeover,"['sim card', 'missing']",2,True,1
TCK000318,H05934,2026-07-26 06:51:00,How long does a merchant payment normally take to reflect?,general_inquiry,[],0,False,0
TCK000319,H01081,2026-07-23 02:52:00,I was charged twice for the same merchant payment this week.,billing_dispute,[],0,True,0
TCK000320,H60669,2026-06-26 12:22:00,I was charged twice for the same merchant payment this week.,billing_dispute,[],0,True,0
TCK000321,H95944,2026-07-08 08:46:00,How long does a merchant payment normally take to reflect?,general_inquiry,[],0,False,0
TCK000322,H66590,2026-06-11 06:53:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue,[],0,False,0
TCK000323,H25246,2026-06-26 07:46:00,Someone changed my PIN and I can no longer log in to my account.,account_takeover,"['pin', 'changed my']",2,False,1
TCK000324,H43325,2026-06-18 17:01:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute,[],0,False,0
TCK000325,H59780,2026-07-11 06:03:00,How long does a merchant payment normally take to reflect?,general_inquiry,[],0,False,0
TCK000326,H76578,2026-06-14 20:16:00,USSD menu is not loading for me since this morning.,technical_issue,[],0,False,0
TCK000327,H32928,2026-06-17 23:23:00,What documents do I need to upgrade my account tier?,general_inquiry,[],0,False,0
TCK000328,H90337,2026-07-14 09:24:00,USSD menu is not loading for me since this morning.,technical_issue,[],0,False,0
TCK000329,H65259,2026-06-13 23:19:00,How long does a merchant payment normally take to reflect?,general_inquiry,[],0,False,0
TCK000330,H44412,2026-07-09 11:20:00,USSD menu is not loading for me since this morning.,technical_issue,[],0,False,0
TCK000331,H95468,2026-06-06 09:23:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000332,H79723,2026-07-22 21:59:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue,[],0,False,0
TCK000333,H10695,2026-06-30 09:52:00,I was charged twice for the same merchant payment this week.,billing_dispute,[],0,True,0
TCK000334,H92523,2026-06-15 10:47:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000335,H99371,2026-07-16 09:42:00,How long does a merchant payment normally take to reflect?,general_inquiry,[],0,False,0
TCK000336,H63621,2026-06-25 04:57:00,I was charged twice for the same merchant payment this week.,billing_dispute,[],0,True,0
TCK000337,H50107,2026-07-23 08:37:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute,[],0,False,0
TCK000338,H68093,2026-07-17 09:06:00,What documents do I need to upgrade my account tier?,general_inquiry,[],0,False,0
TCK000339,H77884,2026-06-26 10:40:00,My SIM card stopped working and now money is missing from my wallet.,account_takeover,"['sim card', 'missing']",2,True,1
TCK000340,H95468,2026-06-03 06:35:00,USSD menu is not loading for me since this morning.,technical_issue,[],0,False,0
TCK000341,H74723,2026-06-29 13:09:00,The app keeps crashing when I try to send money to a contact.,technical_issue,[],0,True,0
TCK000342,H60947,2026-07-26 21:34:00,USSD menu is not loading for me since this morning.,technical_issue,[],0,False,0
TCK000343,H70345,2026-07-05 23:18:00,What documents do I need to upgrade my account tier?,general_inquiry,[],0,False,0
TCK000344,H52541,2026-06-22 06:06:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000345,H24502,2026-06-28 14:59:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000346,H01828,2026-07-22 22:57:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000347,H41817,2026-07-19 09:24:00,USSD menu is not loading for me since this morning.,technical_issue,[],0,False,0
TCK000348,H32976,2026-07-03 14:42:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000349,H55350,2026-07-21 08:23:00,The app keeps crashing when I try to send money to a contact.,technical_issue,[],0,True,0
TCK000350,H09984,2026-07-22 09:51:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue,[],0,False,0
TCK000351,H94682,2026-06-27 12:29:00,What documents do I need to upgrade my account tier?,general_inquiry,[],0,False,0
TCK000352,H06526,2026-07-21 07:55:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute,[],0,False,0
TCK000353,H51768,2026-06-19 21:43:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue,[],0,False,0
TCK000354,H79597,2026-07-04 13:22:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000355,H80263,2026-06-29 18:26:00,What documents do I need to upgrade my account tier?,general_inquiry,[],0,False,0
TCK000356,H98453,2026-07-24 03:57:00,How long does a merchant payment normally take to reflect?,general_inquiry,[],0,False,0
TCK000357,H69803,2026-07-16 12:14:00,USSD menu is not loading for me since this morning.,technical_issue,[],0,False,0
TCK000358,H79597,2026-07-27 04:43:00,What documents do I need to upgrade my account tier?,general_inquiry,[],0,False,0
TCK000359,H66165,2026-06-24 20:42:00,My SIM card stopped working and now money is missing from my wallet.,account_takeover,"['sim card', 'missing']",2,True,1
TCK000360,H25343,2026-06-20 00:19:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000361,H69534,2026-06-07 09:49:00,What documents do I need to upgrade my account tier?,general_inquiry,[],0,False,0
TCK000362,H35721,2026-06-27 18:23:00,What documents do I need to upgrade my account tier?,general_inquiry,[],0,False,0
TCK000363,H43707,2026-07-20 13:21:00,I was billed for a bill payment that never went through.,billing_dispute,[],0,False,0
TCK000364,H23243,2026-07-15 07:21:00,I was charged twice for the same merchant payment this week.,billing_dispute,[],0,True,0
TCK000365,H82678,2026-06-28 07:36:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000366,H01825,2026-07-09 16:25:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute,[],0,False,0
TCK000367,H15737,2026-06-28 11:12:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue,[],0,False,0
TCK000368,H57441,2026-06-13 10:49:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute,[],0,False,0
TCK000369,H44473,2026-07-22 04:54:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute,[],0,False,0
TCK000370,H20644,2026-07-04 04:38:00,The app keeps crashing when I try to send money to a contact.,technical_issue,[],0,True,0
TCK000371,H03113,2026-07-28 22:38:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute,[],0,False,0
TCK000372,H47659,2026-07-25 16:14:00,USSD menu is not loading for me since this morning.,technical_issue,[],0,False,0
TCK000373,H30462,2026-06-01 04:35:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000374,H44008,2026-06-02 02:10:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000375,H47365,2026-07-21 17:39:00,The app keeps crashing when I try to send money to a contact.,technical_issue,[],0,True,0
TCK000376,H25430,2026-07-18 18:58:00,USSD menu is not loading for me since this morning.,technical_issue,[],0,False,0
TCK000377,H48302,2026-07-20 04:23:00,I was charged twice for the same merchant payment this week.,billing_dispute,[],0,True,0
TCK000378,H39296,2026-06-29 06:14:00,USSD menu is not loading for me since this morning.,technical_issue,[],0,False,0
TCK000379,H44289,2026-06-13 22:14:00,The app keeps crashing when I try to send money to a contact.,technical_issue,[],0,True,0
TCK000380,H67224,2026-07-01 04:45:00,How long does a merchant payment normally take to reflect?,general_inquiry,[],0,False,0
TCK000381,H49529,2026-06-12 17:10:00,How long does a merchant payment normally take to reflect?,general_inquiry,[],0,False,0
TCK000382,H30438,2026-07-03 21:51:00,What documents do I need to upgrade my account tier?,general_inquiry,[],0,False,0
TCK000383,H21975,2026-06-25 02:39:00,How long does a merchant payment normally take to reflect?,general_inquiry,[],0,False,0
TCK000384,H33105,2026-07-30 14:40:00,USSD menu is not loading for me since this morning.,technical_issue,[],0,False,0
TCK000385,H64740,2026-06-28 12:19:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000386,H33237,2026-06-24 07:47:00,USSD menu is not loading for me since this morning.,technical_issue,[],0,False,0
TCK000387,H00304,2026-06-23 11:56:00,I received an OTP I never requested and then my balance dropped.,account_takeover,['otp'],1,True,1
TCK000388,H78079,2026-06-29 02:37:00,What documents do I need to upgrade my account tier?,general_inquiry,[],0,False,0
TCK000389,H77199,2026-07-09 08:52:00,Someone changed my PIN and I can no longer log in to my account.,account_takeover,"['pin', 'changed my']",2,False,1
TCK000390,H01081,2026-06-04 04:25:00,Someone changed my PIN and I can no longer log in to my account.,account_takeover,"['pin', 'changed my']",2,False,1
TCK000391,H23261,2026-06-26 22:20:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000392,H22463,2026-06-25 19:47:00,Someone changed my PIN and I can no longer log in to my account.,account_takeover,"['pin', 'changed my']",2,False,1
TCK000393,H87916,2026-06-14 07:36:00,I was charged twice for the same merchant payment this week.,billing_dispute,[],0,True,0
TCK000394,H86533,2026-07-28 10:56:00,What documents do I need to upgrade my account tier?,general_inquiry,[],0,False,0
TCK000395,H88786,2026-07-20 23:04:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue,[],0,False,0
TCK000396,H27212,2026-07-05 10:44:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue,[],0,False,0
TCK000397,H88382,2026-07-20 09:08:00,USSD menu is not loading for me since this morning.,technical_issue,[],0,False,0
TCK000398,H27021,2026-07-03 09:47:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute,[],0,False,0
TCK000399,H37980,2026-07-07 09:20:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000400,H34254,2026-07-26 00:14:00,The app keeps crashing when I try to send money to a contact.,technical_issue,[],0,True,0
TCK000401,H69880,2026-06-03 01:48:00,I was charged twice for the same merchant payment this week.,billing_dispute,[],0,True,0
TCK000402,H00227,2026-07-16 17:08:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000403,H39619,2026-06-11 10:48:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute,[],0,False,0
TCK000404,H95944,2026-07-06 21:50:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute,[],0,False,0
TCK000405,H74207,2026-07-12 22:53:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000406,H36659,2026-07-24 15:23:00,I was billed for a bill payment that never went through.,billing_dispute,[],0,False,0
TCK000407,H49001,2026-07-15 21:51:00,The app keeps crashing when I try to send money to a contact.,technical_issue,[],0,True,0
TCK000408,H29957,2026-07-13 17:36:00,I was charged twice for the same merchant payment this week.,billing_dispute,[],0,True,0
TCK000409,H74709,2026-07-22 20:12:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute,[],0,False,0
TCK000410,H01033,2026-07-27 22:44:00,What documents do I need to upgrade my account tier?,general_inquiry,[],0,False,0
TCK000411,H53313,2026-07-23 17:14:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000412,H53237,2026-07-29 22:40:00,USSD menu is not loading for me since this morning.,technical_issue,[],0,False,0
TCK000413,H97251,2026-06-30 18:51:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute,[],0,False,0
TCK000414,H64740,2026-06-30 11:30:00,The app keeps crashing when I try to send money to a contact.,technical_issue,[],0,True,0
TCK000415,H63228,2026-06-06 10:04:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue,[],0,False,0
TCK000416,H01279,2026-07-18 11:54:00,I was charged twice for the same merchant payment this week.,billing_dispute,[],0,True,0
TCK000417,H74687,2026-07-02 05:32:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute,[],0,False,0
TCK000418,H01398,2026-07-02 02:28:00,The app keeps crashing when I try to send money to a contact.,technical_issue,[],0,True,0
TCK000419,H18743,2026-07-03 10:11:00,How long does a merchant payment normally take to reflect?,general_inquiry,[],0,False,0
TCK000420,H83762,2026-06-04 07:16:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue,[],0,False,0
TCK000421,H05934,2026-07-25 23:30:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute,[],0,False,0
TCK000422,H89814,2026-06-17 22:18:00,The app keeps crashing when I try to send money to a contact.,technical_issue,[],0,True,0
TCK000423,H27716,2026-06-02 15:22:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue,[],0,False,0
TCK000424,H60985,2026-06-14 03:52:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue,[],0,False,0
TCK000425,H92084,2026-06-25 13:35:00,I was billed for a bill payment that never went through.,billing_dispute,[],0,False,0
TCK000426,H98899,2026-07-08 09:55:00,I was charged twice for the same merchant payment this week.,billing_dispute,[],0,True,0
TCK000427,H64008,2026-06-06 14:25:00,I was billed for a bill payment that never went through.,billing_dispute,[],0,False,0
TCK000428,H45500,2026-06-01 01:09:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute,[],0,False,0
TCK000429,H72411,2026-06-30 00:53:00,I was billed for a bill payment that never went through.,billing_dispute,[],0,False,0
TCK000430,H96814,2026-06-12 18:39:00,USSD menu is not loading for me since this morning.,technical_issue,[],0,False,0
TCK000431,H16910,2026-07-03 05:55:00,I was charged twice for the same merchant payment this week.,billing_dispute,[],0,True,0
TCK000432,H22828,2026-06-12 19:43:00,How long does a merchant payment normally take to reflect?,general_inquiry,[],0,False,0
TCK000433,H27035,2026-06-14 00:13:00,The app keeps crashing when I try to send money to a contact.,technical_issue,[],0,True,0
TCK000434,H09645,2026-06-20 16:02:00,How long does a merchant payment normally take to reflect?,general_inquiry,[],0,False,0
TCK000435,H98014,2026-06-04 22:57:00,Someone changed my PIN and I can no longer log in to my account.,account_takeover,"['pin', 'changed my']",2,False,1
TCK000436,H22454,2026-06-19 22:05:00,What documents do I need to upgrade my account tier?,general_inquiry,[],0,False,0
TCK000437,H19978,2026-06-30 02:36:00,I received an OTP I never requested and then my balance dropped.,account_takeover,['otp'],1,True,1
TCK000438,H52846,2026-06-17 21:24:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000439,H67057,2026-06-17 16:56:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000440,H47076,2026-07-13 03:33:00,How long does a merchant payment normally take to reflect?,general_inquiry,[],0,False,0
TCK000441,H77046,2026-07-01 16:52:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000442,H01033,2026-06-12 22:47:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute,[],0,False,0
TCK000443,H21339,2026-07-11 04:53:00,How long does a merchant payment normally take to reflect?,general_inquiry,[],0,False,0
TCK000444,H53124,2026-07-08 13:21:00,The app keeps crashing when I try to send money to a contact.,technical_issue,[],0,True,0
TCK000445,H69534,2026-06-29 12:09:00,How long does a merchant payment normally take to reflect?,general_inquiry,[],0,False,0
TCK000446,H38810,2026-07-22 18:32:00,USSD menu is not loading for me since this morning.,technical_issue,[],0,False,0
TCK000447,H16098,2026-07-24 06:48:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000448,H28042,2026-07-01 19:10:00,How long does a merchant payment normally take to reflect?,general_inquiry,[],0,False,0
TCK000449,H99439,2026-07-01 07:30:00,USSD menu is not loading for me since this morning.,technical_issue,[],0,False,0
TCK000450,H87815,2026-06-22 23:40:00,I was billed for a bill payment that never went through.,billing_dispute,[],0,False,0
TCK000451,H89794,2026-06-04 07:35:00,USSD menu is not loading for me since this morning.,technical_issue,[],0,False,0
TCK000452,H95681,2026-07-11 00:07:00,How long does a merchant payment normally take to reflect?,general_inquiry,[],0,False,0
TCK000453,H12895,2026-07-05 04:09:00,USSD menu is not loading for me since this morning.,technical_issue,[],0,False,0
TCK000454,H50365,2026-06-21 02:41:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue,[],0,False,0
TCK000455,H03669,2026-07-17 21:00:00,"I did not make this transfer, someone accessed my account without permission.",account_takeover,"['did not make', 'without permission', 'access']",3,False,1
TCK000456,H46127,2026-07-16 13:46:00,The app keeps crashing when I try to send money to a contact.,technical_issue,[],0,True,0
TCK000457,H20261,2026-07-06 20:37:00,I was billed for a bill payment that never went through.,billing_dispute,[],0,False,0
TCK000458,H74410,2026-07-23 07:17:00,I was charged twice for the same merchant payment this week.,billing_dispute,[],0,True,0
TCK000459,H93009,2026-07-18 14:17:00,How long does a merchant payment normally take to reflect?,general_inquiry,[],0,False,0
TCK000460,H28042,2026-06-03 20:00:00,How long does a merchant payment normally take to reflect?,general_inquiry,[],0,False,0
TCK000461,H64008,2026-07-22 08:26:00,I was charged twice for the same merchant payment this week.,billing_dispute,[],0,True,0
TCK000462,H89794,2026-06-04 03:47:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue,[],0,False,0
TCK000463,H39930,2026-06-10 18:41:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000464,H78364,2026-06-06 04:20:00,"I did not make this transfer, someone accessed my account without permission.",account_takeover,"['did not make', 'without permission', 'access']",3,False,1
TCK000465,H47686,2026-07-13 03:47:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000466,H31473,2026-07-06 17:33:00,USSD menu is not loading for me since this morning.,technical_issue,[],0,False,0
TCK000467,H01825,2026-06-03 20:24:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute,[],0,False,0
TCK000468,H61188,2026-06-21 03:59:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute,[],0,False,0
TCK000469,H26469,2026-07-28 05:33:00,Can you explain the daily transfer limit on my account tier?,general_inquiry,[],0,False,0
TCK000470,H83428,2026-06-05 05:36:00,How long does a merchant payment normally take to reflect?,general_inquiry,[],0,False,0
TCK000471,H54431,2026-06-01 15:34:00,What documents do I need to upgrade my account tier?,general_inquiry,[],0,False,0
TCK000472,H22394,2026-07-27 08:29:00,USSD menu is not loading for me since this morning.,technical_issue,[],0,False,0
TCK000473,H29352,2026-06-23 04:56:00,USSD menu is not loading for me since this morning.,technical_issue,[],0,False,0
TCK000474,H65578,2026-06-21 14:00:00,I was billed for a bill payment that never went through.,billing_dispute,[],0,False,0
TCK000475,H71870,2026-07-02 02:46:00,USSD menu is not loading for me since this morning.,technical_issue,[],0,False,0
