ticket_id,timestamp,account_id,text,priority,scenario_label,category
ATO_TICKET_NDM_001392,2026-09-29 11:18:33,NDM_001392,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_001832,2026-09-27 11:10:38,NDM_001394,I noticed a transfer that I do not recognise.,Medium,LEGITIMATE,
TICKET_000676,2026-09-16 00:37:26,NDM_001395,There was a transaction on my account that I did not make.,High,LEGITIMATE,
TICKET_000103,2026-09-17 20:49:42,NDM_001395,My SIM card was replaced and I cannot log in.,Medium,LEGITIMATE,
ATO_TICKET_NDM_001395,2026-09-28 20:06:27,NDM_001395,There was a transaction on my account that I did not make.,Medium,ATO,Unauthorised Transaction
ATO_TICKET_NDM_001396,2026-09-20 21:19:45,NDM_001396,My SIM card was replaced and I cannot log in.,Medium,ATO,Unauthorised Transaction
TICKET_001179,2026-09-01 18:18:41,NDM_001397,There is no problem with my account; I need assistance with a payment.,Low,LEGITIMATE,
TICKET_000606,2026-09-04 18:54:40,NDM_001400,Please help me update my registered mobile number.,Medium,LEGITIMATE,
TICKET_001309,2026-09-09 06:21:34,NDM_001400,There is no problem with my account; I need assistance with a payment.,Low,LEGITIMATE,
TICKET_001100,2026-09-28 06:55:03,NDM_001400,I noticed a transfer that I do not recognise.,Low,LEGITIMATE,
ATO_TICKET_NDM_001401,2026-09-26 10:12:42,NDM_001401,My SIM card was replaced and I cannot log in.,Medium,ATO,Unauthorised Transaction
TICKET_001535,2026-09-16 14:58:48,NDM_001404,There is no problem with my account; I need assistance with a payment.,Low,LEGITIMATE,
TICKET_000193,2026-09-09 01:40:54,NDM_001405,My account is locked after several login attempts.,Low,LEGITIMATE,
ATO_TICKET_NDM_001406,2026-09-27 08:04:13,NDM_001406,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_001407,2026-09-24 22:29:06,NDM_001407,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_001846,2026-09-17 07:59:17,NDM_001410,My account is locked after several login attempts.,Medium,LEGITIMATE,
ATO_TICKET_NDM_001411,2026-09-26 20:58:10,NDM_001411,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_001619,2026-09-18 02:23:19,NDM_001412,I am travelling and cannot access my normal device.,Low,LEGITIMATE,
TICKET_000607,2026-09-29 18:47:40,NDM_001417,I received an OTP that I did not request.,Low,LEGITIMATE,
ATO_TICKET_NDM_001418,2026-09-23 01:17:27,NDM_001418,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_000407,2026-09-13 20:27:47,NDM_001422,I received an OTP that I did not request.,Low,LEGITIMATE,
TICKET_000030,2026-09-29 08:30:00,NDM_001422,I noticed a transfer that I do not recognise.,Low,LEGITIMATE,
ATO_TICKET_NDM_001426,2026-09-24 08:14:07,NDM_001426,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_001427,2026-09-29 15:20:16,NDM_001427,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_001428,2026-09-14 02:26:38,NDM_001428,There was a transaction on my account that I did not make.,Medium,ATO,Unauthorised Transaction
TICKET_000492,2026-09-07 04:44:47,NDM_001430,My SIM card was replaced and I cannot log in.,Low,LEGITIMATE,
TICKET_001561,2026-09-17 17:02:05,NDM_001433,I received an OTP that I did not request.,High,LEGITIMATE,
ATO_TICKET_NDM_001433,2026-09-28 19:47:17,NDM_001433,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_001434,2026-09-13 19:28:58,NDM_001434,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_001435,2026-09-16 03:44:55,NDM_001435,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_000060,2026-09-04 18:09:38,NDM_001443,I received an OTP that I did not request.,Medium,LEGITIMATE,
ATO_TICKET_NDM_001448,2026-09-29 15:45:10,NDM_001448,I noticed a transfer that I do not recognise.,Medium,ATO,Unauthorised Transaction
TICKET_001694,2026-09-08 16:17:32,NDM_001450,My phone was lost and I need to secure my account.,Low,LEGITIMATE,
TICKET_001134,2026-09-20 07:33:33,NDM_001452,I received an OTP that I did not request.,Low,LEGITIMATE,
TICKET_001606,2026-09-16 00:48:00,NDM_001453,My phone was lost and I need to secure my account.,High,LEGITIMATE,
TICKET_000265,2026-09-18 14:04:41,NDM_001453,There was a transaction on my account that I did not make.,Low,LEGITIMATE,
TICKET_001080,2026-09-21 02:39:14,NDM_001454,My phone was lost and I need to secure my account.,Medium,LEGITIMATE,
ATO_TICKET_NDM_001456,2026-09-24 03:16:06,NDM_001456,I noticed a transfer that I do not recognise.,Medium,ATO,Unauthorised Transaction
TICKET_001502,2026-09-02 11:14:08,NDM_001459,I received an OTP that I did not request.,Low,LEGITIMATE,
TICKET_000580,2026-09-16 07:49:29,NDM_001461,My SIM card was replaced and I cannot log in.,Medium,LEGITIMATE,
TICKET_000721,2026-09-15 02:47:51,NDM_001462,I cannot access my account and my password no longer works.,Medium,LEGITIMATE,
TICKET_000829,2026-09-25 17:20:57,NDM_001463,There was a transaction on my account that I did not make.,Low,LEGITIMATE,
ATO_TICKET_NDM_001468,2026-09-26 05:04:36,NDM_001468,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_001470,2026-09-29 08:32:55,NDM_001470,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_001061,2026-09-08 17:07:47,NDM_001472,My account is locked after several login attempts.,Low,LEGITIMATE,
ATO_TICKET_NDM_001475,2026-09-23 03:27:02,NDM_001475,My SIM card was replaced and I cannot log in.,Medium,ATO,Unauthorised Transaction
TICKET_000414,2026-09-15 13:13:59,NDM_001476,My account is locked after several login attempts.,High,LEGITIMATE,
TICKET_000656,2026-09-21 02:17:17,NDM_001476,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
TICKET_001000,2026-09-06 13:54:27,NDM_001477,Please help me update my registered mobile number.,Medium,LEGITIMATE,
TICKET_001823,2026-09-27 00:21:41,NDM_001480,I noticed a transfer that I do not recognise.,Low,LEGITIMATE,
TICKET_000159,2026-09-04 11:14:26,NDM_001481,I cannot access my account and my password no longer works.,Medium,LEGITIMATE,
TICKET_001756,2026-09-11 11:15:06,NDM_001482,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
TICKET_000397,2026-09-16 11:13:38,NDM_001483,I am travelling and cannot access my normal device.,Low,LEGITIMATE,
TICKET_001792,2026-09-14 20:50:43,NDM_001486,My SIM card was replaced and I cannot log in.,Medium,LEGITIMATE,
TICKET_001536,2026-09-03 14:43:12,NDM_001488,I changed my phone and need help accessing my account.,High,LEGITIMATE,
ATO_TICKET_NDM_001488,2026-09-30 07:23:42,NDM_001488,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_001794,2026-09-03 04:25:56,NDM_001491,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
TICKET_000742,2026-09-15 01:25:56,NDM_001491,My account is locked after several login attempts.,Low,LEGITIMATE,
TICKET_000425,2026-09-25 10:08:30,NDM_001492,My account is locked after several login attempts.,Medium,LEGITIMATE,
TICKET_001419,2026-09-02 11:58:27,NDM_001494,There was a transaction on my account that I did not make.,Low,LEGITIMATE,
TICKET_001738,2026-09-03 10:18:12,NDM_001494,There is no problem with my account; I need assistance with a payment.,Medium,LEGITIMATE,
ATO_TICKET_NDM_001495,2026-09-27 05:03:52,NDM_001495,There was a transaction on my account that I did not make.,Medium,ATO,Unauthorised Transaction
TICKET_001133,2026-09-28 05:32:28,NDM_001495,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
TICKET_000029,2026-09-03 17:51:22,NDM_001497,I noticed a transfer that I do not recognise.,Medium,LEGITIMATE,
TICKET_000368,2026-09-13 15:32:19,NDM_001497,I cannot access my account and my password no longer works.,Medium,LEGITIMATE,
ATO_TICKET_NDM_001497,2026-09-29 19:38:15,NDM_001497,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
TICKET_000826,2026-09-21 19:18:37,NDM_001502,I am travelling and cannot access my normal device.,Low,LEGITIMATE,
ATO_TICKET_NDM_001503,2026-09-30 21:52:55,NDM_001503,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_000717,2026-09-26 00:44:04,NDM_001504,There was a transaction on my account that I did not make.,Medium,LEGITIMATE,
ATO_TICKET_NDM_001508,2026-09-30 16:19:58,NDM_001508,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_000177,2026-09-02 01:59:17,NDM_001510,My account is locked after several login attempts.,Low,LEGITIMATE,
TICKET_000703,2026-09-01 19:40:22,NDM_001513,I received an OTP that I did not request.,Medium,LEGITIMATE,
TICKET_000536,2026-09-16 20:31:19,NDM_001513,My account is locked after several login attempts.,Low,LEGITIMATE,
TICKET_000757,2026-09-27 06:59:00,NDM_001513,I cannot access my account and my password no longer works.,High,LEGITIMATE,
TICKET_000681,2026-09-18 08:33:39,NDM_001516,I noticed a transfer that I do not recognise.,Medium,LEGITIMATE,
TICKET_001605,2026-09-05 00:49:01,NDM_001518,I received an OTP that I did not request.,Low,LEGITIMATE,
ATO_TICKET_NDM_001523,2026-09-20 10:01:50,NDM_001523,I received an OTP that I did not request.,Medium,ATO,Unauthorised Transaction
TICKET_001056,2026-09-30 09:25:34,NDM_001523,I received an OTP that I did not request.,Medium,LEGITIMATE,
TICKET_001446,2026-09-08 03:30:43,NDM_001524,I received an OTP that I did not request.,Low,LEGITIMATE,
TICKET_001956,2026-09-21 20:39:46,NDM_001528,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
ATO_TICKET_NDM_001530,2026-09-28 11:44:37,NDM_001530,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_001623,2026-09-06 23:47:16,NDM_001531,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
TICKET_000825,2026-09-05 19:39:31,NDM_001535,My phone was lost and I need to secure my account.,Medium,LEGITIMATE,
TICKET_001628,2026-09-14 13:45:53,NDM_001536,I am travelling and cannot access my normal device.,Medium,LEGITIMATE,
ATO_TICKET_NDM_001537,2026-09-28 06:07:01,NDM_001537,I noticed a transfer that I do not recognise.,Medium,ATO,Unauthorised Transaction
TICKET_000331,2026-09-29 09:14:31,NDM_001543,Please help me update my registered mobile number.,Low,LEGITIMATE,
TICKET_001588,2026-09-29 22:14:17,NDM_001544,My account is locked after several login attempts.,Low,LEGITIMATE,
ATO_TICKET_NDM_001545,2026-09-25 22:19:27,NDM_001545,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_001546,2026-09-25 18:52:51,NDM_001546,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_001742,2026-09-15 14:42:06,NDM_001547,I noticed a transfer that I do not recognise.,Low,LEGITIMATE,
ATO_TICKET_NDM_001548,2026-09-24 09:04:09,NDM_001548,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_000507,2026-09-18 13:32:22,NDM_001549,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
TICKET_001987,2026-09-13 15:53:06,NDM_001550,Please help me update my registered mobile number.,Low,LEGITIMATE,
TICKET_000258,2026-09-14 11:32:57,NDM_001550,Please help me update my registered mobile number.,Low,LEGITIMATE,
TICKET_000011,2026-09-06 00:29:37,NDM_001551,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
TICKET_000971,2026-09-11 12:26:19,NDM_001552,My account is locked after several login attempts.,Medium,LEGITIMATE,
TICKET_000437,2026-09-20 11:18:23,NDM_001552,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
ATO_TICKET_NDM_001553,2026-09-08 13:57:14,NDM_001553,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_001090,2026-09-14 10:35:00,NDM_001554,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
TICKET_001207,2026-09-27 11:50:05,NDM_001558,I received an OTP that I did not request.,Medium,LEGITIMATE,
TICKET_000210,2026-09-11 05:11:34,NDM_001559,I received an OTP that I did not request.,Low,LEGITIMATE,
ATO_TICKET_NDM_001559,2026-09-26 22:22:09,NDM_001559,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_001336,2026-09-26 10:32:11,NDM_001561,There is no problem with my account; I need assistance with a payment.,High,LEGITIMATE,
TICKET_001264,2026-09-04 08:29:30,NDM_001567,I am travelling and cannot access my normal device.,Medium,LEGITIMATE,
ATO_TICKET_NDM_001569,2026-09-26 19:54:33,NDM_001569,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_001570,2026-09-27 18:56:40,NDM_001570,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_000228,2026-09-03 00:09:20,NDM_001580,My account is locked after several login attempts.,Low,LEGITIMATE,
ATO_TICKET_NDM_001580,2026-09-26 18:59:36,NDM_001580,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_001453,2026-09-24 22:53:18,NDM_001587,My SIM card was replaced and I cannot log in.,Medium,LEGITIMATE,
ATO_TICKET_NDM_001589,2026-09-24 02:31:30,NDM_001589,There was a transaction on my account that I did not make.,Medium,ATO,Unauthorised Transaction
TICKET_000574,2026-09-29 11:59:07,NDM_001589,I noticed a transfer that I do not recognise.,Low,LEGITIMATE,
TICKET_000196,2026-09-01 16:15:04,NDM_001590,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
TICKET_001423,2026-09-08 10:04:06,NDM_001590,I am travelling and cannot access my normal device.,Low,LEGITIMATE,
ATO_TICKET_NDM_001590,2026-09-23 15:39:34,NDM_001590,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_000549,2026-09-02 06:38:50,NDM_001591,There is no problem with my account; I need assistance with a payment.,Low,LEGITIMATE,
ATO_TICKET_NDM_001591,2026-09-27 10:30:34,NDM_001591,There was a transaction on my account that I did not make.,Medium,ATO,Unauthorised Transaction
TICKET_001384,2026-09-19 03:41:31,NDM_001592,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
ATO_TICKET_NDM_001592,2026-09-22 17:37:42,NDM_001592,My SIM card was replaced and I cannot log in.,Medium,ATO,Unauthorised Transaction
TICKET_000479,2026-09-01 11:03:57,NDM_001597,My SIM card was replaced and I cannot log in.,Low,LEGITIMATE,
TICKET_000858,2026-09-15 17:36:05,NDM_001598,My SIM card was replaced and I cannot log in.,Low,LEGITIMATE,
TICKET_000716,2026-09-26 09:41:11,NDM_001600,My SIM card was replaced and I cannot log in.,Low,LEGITIMATE,
TICKET_001339,2026-09-18 22:16:07,NDM_001601,I received an OTP that I did not request.,Low,LEGITIMATE,
TICKET_000066,2026-09-01 09:49:42,NDM_001602,I received an OTP that I did not request.,Low,LEGITIMATE,
TICKET_001661,2026-09-25 09:37:20,NDM_001602,My account is locked after several login attempts.,High,LEGITIMATE,
ATO_TICKET_NDM_001604,2026-09-27 23:48:35,NDM_001604,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_000616,2026-09-21 04:51:15,NDM_001614,I noticed a transfer that I do not recognise.,Low,LEGITIMATE,
TICKET_000332,2026-09-21 20:19:00,NDM_001617,My account is locked after several login attempts.,Medium,LEGITIMATE,
TICKET_001670,2026-09-09 09:22:30,NDM_001623,I am travelling and cannot access my normal device.,Medium,LEGITIMATE,
TICKET_000162,2026-09-12 14:56:03,NDM_001623,My SIM card was replaced and I cannot log in.,Low,LEGITIMATE,
TICKET_001782,2026-09-22 22:29:48,NDM_001623,There was a transaction on my account that I did not make.,Low,LEGITIMATE,
TICKET_000322,2026-09-24 00:08:25,NDM_001623,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
TICKET_000200,2026-09-27 17:58:23,NDM_001625,I cannot access my account and my password no longer works.,Medium,LEGITIMATE,
ATO_TICKET_NDM_001626,2026-09-29 02:18:08,NDM_001626,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_000876,2026-09-18 17:31:39,NDM_001627,My phone was lost and I need to secure my account.,Medium,LEGITIMATE,
TICKET_001140,2026-09-03 13:33:38,NDM_001628,There is no problem with my account; I need assistance with a payment.,High,LEGITIMATE,
TICKET_000035,2026-09-23 06:50:38,NDM_001630,My phone was lost and I need to secure my account.,Low,LEGITIMATE,
TICKET_001485,2026-09-06 07:08:33,NDM_001631,There is no problem with my account; I need assistance with a payment.,Low,LEGITIMATE,
TICKET_001537,2026-09-26 04:53:35,NDM_001631,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
TICKET_000575,2026-09-10 23:04:05,NDM_001634,My phone was lost and I need to secure my account.,Low,LEGITIMATE,
TICKET_001881,2026-09-14 21:26:09,NDM_001636,I cannot access my account and my password no longer works.,High,LEGITIMATE,
TICKET_001463,2026-09-02 17:28:15,NDM_001637,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
TICKET_001911,2026-09-18 12:17:12,NDM_001641,My SIM card was replaced and I cannot log in.,Medium,LEGITIMATE,
TICKET_000475,2026-09-03 21:46:52,NDM_001643,I noticed a transfer that I do not recognise.,Medium,LEGITIMATE,
TICKET_001607,2026-09-21 21:49:42,NDM_001643,Please help me update my registered mobile number.,Medium,LEGITIMATE,
TICKET_000072,2026-09-07 12:55:58,NDM_001644,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
TICKET_001821,2026-09-07 13:54:54,NDM_001644,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
ATO_TICKET_NDM_001644,2026-09-26 23:18:58,NDM_001644,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_001088,2026-09-20 23:24:28,NDM_001645,I received an OTP that I did not request.,Low,LEGITIMATE,
TICKET_001109,2026-09-04 03:46:47,NDM_001646,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
TICKET_001470,2026-09-26 17:16:20,NDM_001649,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
TICKET_000522,2026-09-19 10:21:30,NDM_001652,I am travelling and cannot access my normal device.,Low,LEGITIMATE,
TICKET_000435,2026-09-24 08:40:22,NDM_001652,There is no problem with my account; I need assistance with a payment.,Low,LEGITIMATE,
TICKET_000969,2026-09-18 05:59:57,NDM_001656,There is no problem with my account; I need assistance with a payment.,Low,LEGITIMATE,
TICKET_000132,2026-09-27 10:51:16,NDM_001658,My phone was lost and I need to secure my account.,High,LEGITIMATE,
ATO_TICKET_NDM_001663,2026-09-29 22:23:17,NDM_001663,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_001462,2026-09-17 22:47:35,NDM_001664,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
TICKET_000878,2026-09-14 23:51:14,NDM_001668,My account is locked after several login attempts.,Medium,LEGITIMATE,
TICKET_001396,2026-09-15 20:26:58,NDM_001668,I noticed a transfer that I do not recognise.,Low,LEGITIMATE,
TICKET_001175,2026-09-02 17:22:43,NDM_001669,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
TICKET_000225,2026-09-16 18:50:17,NDM_001673,I am travelling and cannot access my normal device.,Low,LEGITIMATE,
ATO_TICKET_NDM_001674,2026-09-30 08:25:44,NDM_001674,I received an OTP that I did not request.,Medium,ATO,Unauthorised Transaction
TICKET_000294,2026-09-29 00:55:23,NDM_001675,There was a transaction on my account that I did not make.,Low,LEGITIMATE,
ATO_TICKET_NDM_001680,2026-09-27 13:30:44,NDM_001680,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_001681,2026-09-27 05:58:23,NDM_001681,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_000092,2026-09-17 08:34:32,NDM_001682,My account is locked after several login attempts.,Low,LEGITIMATE,
TICKET_000560,2026-09-25 14:31:31,NDM_001683,My account is locked after several login attempts.,Low,LEGITIMATE,
TICKET_001197,2026-09-20 16:17:57,NDM_001684,My SIM card was replaced and I cannot log in.,Low,LEGITIMATE,
ATO_TICKET_NDM_001685,2026-09-26 03:12:58,NDM_001685,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_000901,2026-09-18 06:46:44,NDM_001686,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
ATO_TICKET_NDM_001686,2026-09-29 12:31:37,NDM_001686,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_001688,2026-09-29 21:37:34,NDM_001688,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_000649,2026-09-08 02:03:53,NDM_001691,My account is locked after several login attempts.,Low,LEGITIMATE,
TICKET_001194,2026-09-22 17:37:52,NDM_001691,My account is locked after several login attempts.,Low,LEGITIMATE,
ATO_TICKET_NDM_001692,2026-09-27 04:42:13,NDM_001692,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_001490,2026-09-27 11:34:43,NDM_001699,Please help me update my registered mobile number.,Low,LEGITIMATE,
TICKET_001516,2026-09-29 18:26:40,NDM_001701,My account is locked after several login attempts.,Medium,LEGITIMATE,
TICKET_000033,2026-09-06 07:59:29,NDM_001702,I cannot access my account and my password no longer works.,High,LEGITIMATE,
TICKET_000115,2026-09-17 17:38:46,NDM_001704,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
ATO_TICKET_NDM_001705,2026-09-29 04:53:14,NDM_001705,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_001709,2026-09-29 21:43:33,NDM_001709,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_000135,2026-09-04 13:44:57,NDM_001710,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
ATO_TICKET_NDM_001710,2026-09-26 22:01:23,NDM_001710,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_000093,2026-09-29 08:05:53,NDM_001710,My SIM card was replaced and I cannot log in.,Medium,LEGITIMATE,
TICKET_001910,2026-09-19 11:16:06,NDM_001712,My SIM card was replaced and I cannot log in.,Medium,LEGITIMATE,
TICKET_001802,2026-09-29 22:12:55,NDM_001712,I noticed a transfer that I do not recognise.,Low,LEGITIMATE,
ATO_TICKET_NDM_001713,2026-09-28 17:48:15,NDM_001713,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_001714,2026-09-08 17:03:13,NDM_001714,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_000855,2026-09-29 22:20:30,NDM_001716,I am travelling and cannot access my normal device.,Low,LEGITIMATE,
TICKET_001043,2026-09-04 10:48:52,NDM_001717,I made this transaction myself but it is showing as pending.,High,LEGITIMATE,
TICKET_001974,2026-09-08 04:44:15,NDM_001718,I made this transaction myself but it is showing as pending.,Medium,LEGITIMATE,
TICKET_001632,2026-09-27 22:24:34,NDM_001719,I am travelling and cannot access my normal device.,Medium,LEGITIMATE,
ATO_TICKET_NDM_001720,2026-09-17 01:03:23,NDM_001720,My phone was lost and I need to secure my account.,Medium,ATO,Unauthorised Transaction
TICKET_001597,2026-09-21 05:25:43,NDM_001720,I changed my phone and need help accessing my account.,Medium,LEGITIMATE,
ATO_TICKET_NDM_001721,2026-09-13 03:53:58,NDM_001721,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_001722,2026-09-26 03:24:19,NDM_001722,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_001688,2026-09-27 04:48:01,NDM_001722,My account is locked after several login attempts.,Medium,LEGITIMATE,
TICKET_001684,2026-09-26 10:43:07,NDM_001723,I received an OTP that I did not request.,Medium,LEGITIMATE,
ATO_TICKET_NDM_001723,2026-09-30 22:21:25,NDM_001723,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_001725,2026-09-20 03:36:37,NDM_001725,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_001798,2026-09-24 14:10:29,NDM_001725,Please help me update my registered mobile number.,High,LEGITIMATE,
ATO_TICKET_NDM_001726,2026-09-26 16:41:52,NDM_001726,There was a transaction on my account that I did not make.,Medium,ATO,Unauthorised Transaction
ATO_TICKET_NDM_001728,2026-09-29 22:36:06,NDM_001728,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_001729,2026-09-17 10:44:20,NDM_001729,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
TICKET_001599,2026-09-25 21:46:00,NDM_001730,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
ATO_TICKET_NDM_001731,2026-09-29 14:52:11,NDM_001731,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_000933,2026-09-14 11:55:12,NDM_001733,I changed my phone and need help accessing my account.,High,LEGITIMATE,
ATO_TICKET_NDM_001733,2026-09-22 14:35:28,NDM_001733,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_001571,2026-09-29 02:42:15,NDM_001736,I am travelling and cannot access my normal device.,Low,LEGITIMATE,
ATO_TICKET_NDM_001736,2026-09-30 11:40:26,NDM_001736,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_001039,2026-09-27 12:47:16,NDM_001737,My account is locked after several login attempts.,Low,LEGITIMATE,
ATO_TICKET_NDM_001739,2026-09-17 18:21:23,NDM_001739,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_001778,2026-09-17 16:41:55,NDM_001740,I received an OTP that I did not request.,Low,LEGITIMATE,
TICKET_001416,2026-09-04 12:50:10,NDM_001741,There is no problem with my account; I need assistance with a payment.,High,LEGITIMATE,
TICKET_000349,2026-09-20 13:13:24,NDM_001741,I received an OTP that I did not request.,Low,LEGITIMATE,
ATO_TICKET_NDM_001741,2026-09-22 09:09:53,NDM_001741,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_001630,2026-09-23 15:28:32,NDM_001741,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
TICKET_000367,2026-09-16 14:08:26,NDM_001742,I received an OTP that I did not request.,Low,LEGITIMATE,
TICKET_000467,2026-09-25 05:03:48,NDM_001742,I am travelling and cannot access my normal device.,Low,LEGITIMATE,
TICKET_001350,2026-09-30 15:15:54,NDM_001742,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
TICKET_001583,2026-09-30 16:00:31,NDM_001743,There was a transaction on my account that I did not make.,Low,LEGITIMATE,
ATO_TICKET_NDM_001744,2026-09-21 06:13:53,NDM_001744,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_001511,2026-09-21 17:34:53,NDM_001744,I am travelling and cannot access my normal device.,Low,LEGITIMATE,
TICKET_000869,2026-09-17 05:21:58,NDM_001745,My account is locked after several login attempts.,High,LEGITIMATE,
TICKET_001037,2026-09-15 20:22:24,NDM_001748,I noticed a transfer that I do not recognise.,Low,LEGITIMATE,
TICKET_000800,2026-09-20 11:31:50,NDM_001748,I noticed a transfer that I do not recognise.,High,LEGITIMATE,
TICKET_000668,2026-09-18 00:29:28,NDM_001749,I noticed a transfer that I do not recognise.,Low,LEGITIMATE,
ATO_TICKET_NDM_001749,2026-09-30 09:28:48,NDM_001749,I received an OTP that I did not request.,Medium,ATO,Unauthorised Transaction
TICKET_001152,2026-09-17 01:26:09,NDM_001753,Please help me update my registered mobile number.,Low,LEGITIMATE,
TICKET_000707,2026-09-26 11:36:11,NDM_001756,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
