ticket_id,account_id_hashed,timestamp,text,category
TCK000280,H51606,2026-06-10 00:00:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000281,H76049,2026-06-06 02:09:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000282,H65188,2026-06-27 22:41:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000283,H29658,2026-06-09 15:04:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000284,H04171,2026-06-04 22:59:00,How long does a merchant payment normally take to reflect?,general_inquiry
TCK000285,H85963,2026-07-26 17:06:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000286,H37137,2026-06-13 20:24:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000287,H91589,2026-06-18 06:48:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000288,H51519,2026-06-27 22:23:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute
TCK000289,H20300,2026-06-06 22:39:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000290,H03750,2026-06-20 00:57:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute
TCK000291,H25844,2026-06-07 16:37:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000292,H35641,2026-06-29 22:42:00,"I did not make this transfer, someone accessed my account without permission.",account_takeover
TCK000293,H74464,2026-06-08 04:39:00,What documents do I need to upgrade my account tier?,general_inquiry
TCK000294,H16667,2026-06-07 06:59:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000295,H78380,2026-07-05 09:02:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000296,H99559,2026-07-08 05:47:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000297,H67046,2026-07-05 13:09:00,What documents do I need to upgrade my account tier?,general_inquiry
TCK000298,H89543,2026-06-09 20:57:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute
TCK000299,H20495,2026-06-01 02:20:00,I was charged twice for the same merchant payment this week.,billing_dispute
TCK000300,H37692,2026-07-18 16:38:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000301,H66147,2026-06-06 23:52:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000302,H93991,2026-06-23 08:12:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000303,H67530,2026-06-05 22:31:00,How long does a merchant payment normally take to reflect?,general_inquiry
TCK000304,H76635,2026-06-09 21:25:00,How long does a merchant payment normally take to reflect?,general_inquiry
TCK000305,H29658,2026-06-04 07:18:00,I was charged twice for the same merchant payment this week.,billing_dispute
TCK000306,H57752,2026-07-16 02:54:00,What documents do I need to upgrade my account tier?,general_inquiry
TCK000307,H94071,2026-06-03 21:37:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000308,H43744,2026-06-02 17:56:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000309,H61316,2026-07-19 02:22:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000310,H25241,2026-06-27 23:45:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000311,H59019,2026-06-15 06:01:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000312,H78380,2026-07-21 15:38:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000313,H82938,2026-06-30 07:02:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute
TCK000314,H69446,2026-06-03 05:19:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000315,H51213,2026-07-01 23:47:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000316,H05531,2026-07-04 22:14:00,I was billed for a bill payment that never went through.,billing_dispute
TCK000317,H26490,2026-06-18 00:35:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000318,H67466,2026-06-19 09:22:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000319,H87569,2026-06-06 08:09:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000320,H43427,2026-06-18 12:00:00,What documents do I need to upgrade my account tier?,general_inquiry
TCK000321,H82255,2026-07-19 20:20:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute
TCK000322,H77556,2026-06-22 22:02:00,I was billed for a bill payment that never went through.,billing_dispute
TCK000323,H34223,2026-06-06 19:12:00,I was charged twice for the same merchant payment this week.,billing_dispute
TCK000324,H84684,2026-07-08 01:25:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000325,H88489,2026-07-11 00:03:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute
TCK000326,H44992,2026-06-01 03:49:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000327,H37750,2026-07-19 06:13:00,I was billed for a bill payment that never went through.,billing_dispute
TCK000328,H37134,2026-07-29 12:55:00,I was billed for a bill payment that never went through.,billing_dispute
TCK000329,H10832,2026-07-08 06:03:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000330,H67301,2026-06-15 03:36:00,"I did not make this transfer, someone accessed my account without permission.",account_takeover
TCK000331,H41369,2026-07-15 13:36:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000332,H08521,2026-07-01 12:28:00,Someone changed my PIN and I can no longer log in to my account.,account_takeover
TCK000333,H60839,2026-06-25 03:11:00,I was charged twice for the same merchant payment this week.,billing_dispute
TCK000334,H95855,2026-07-01 02:37:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000335,H75587,2026-07-19 04:06:00,What documents do I need to upgrade my account tier?,general_inquiry
TCK000336,H41884,2026-07-20 05:56:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000337,H52399,2026-06-11 17:14:00,What documents do I need to upgrade my account tier?,general_inquiry
TCK000338,H77755,2026-06-23 17:16:00,I was billed for a bill payment that never went through.,billing_dispute
TCK000339,H65664,2026-06-12 04:05:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute
TCK000340,H65188,2026-07-17 08:50:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute
TCK000341,H08602,2026-06-14 17:09:00,I was billed for a bill payment that never went through.,billing_dispute
TCK000342,H68251,2026-07-01 10:59:00,How long does a merchant payment normally take to reflect?,general_inquiry
TCK000343,H22995,2026-06-11 08:05:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000344,H19455,2026-07-11 07:35:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000345,H34525,2026-06-24 20:02:00,I was billed for a bill payment that never went through.,billing_dispute
TCK000346,H18825,2026-06-23 22:31:00,What documents do I need to upgrade my account tier?,general_inquiry
TCK000347,H30178,2026-07-13 01:59:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000348,H86021,2026-07-18 02:59:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000349,H01105,2026-06-23 02:34:00,What documents do I need to upgrade my account tier?,general_inquiry
TCK000350,H85901,2026-06-09 04:02:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000351,H29771,2026-07-01 20:04:00,What documents do I need to upgrade my account tier?,general_inquiry
TCK000352,H16927,2026-06-22 03:09:00,What documents do I need to upgrade my account tier?,general_inquiry
TCK000353,H54265,2026-06-11 11:19:00,I was charged twice for the same merchant payment this week.,billing_dispute
TCK000354,H57800,2026-06-09 17:48:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute
TCK000355,H37244,2026-06-28 01:20:00,My SIM card stopped working and now money is missing from my wallet.,account_takeover
TCK000356,H21552,2026-07-27 14:08:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000357,H18825,2026-07-23 16:07:00,How long does a merchant payment normally take to reflect?,general_inquiry
TCK000358,H46395,2026-07-15 17:33:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000359,H78311,2026-06-20 17:09:00,I was charged twice for the same merchant payment this week.,billing_dispute
TCK000360,H68025,2026-07-11 14:11:00,Someone changed my PIN and I can no longer log in to my account.,account_takeover
TCK000361,H03002,2026-07-16 09:23:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000362,H28915,2026-06-05 01:33:00,What documents do I need to upgrade my account tier?,general_inquiry
TCK000363,H34525,2026-06-19 13:29:00,My SIM card stopped working and now money is missing from my wallet.,account_takeover
TCK000364,H06218,2026-07-24 16:57:00,I was billed for a bill payment that never went through.,billing_dispute
TCK000365,H84582,2026-06-25 00:28:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000366,H82314,2026-07-25 08:01:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000367,H00184,2026-06-26 22:32:00,I was charged twice for the same merchant payment this week.,billing_dispute
TCK000368,H22242,2026-06-16 08:38:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000369,H26381,2026-06-19 08:13:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000370,H52460,2026-07-27 05:14:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000371,H75928,2026-06-15 09:54:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute
TCK000372,H66703,2026-07-13 16:25:00,What documents do I need to upgrade my account tier?,general_inquiry
TCK000373,H52399,2026-07-23 18:47:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute
TCK000374,H01592,2026-06-01 22:08:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000375,H25376,2026-06-04 06:50:00,I was charged twice for the same merchant payment this week.,billing_dispute
TCK000376,H29580,2026-07-27 06:54:00,I was charged twice for the same merchant payment this week.,billing_dispute
TCK000377,H36558,2026-07-15 16:39:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000378,H05236,2026-07-01 03:53:00,How long does a merchant payment normally take to reflect?,general_inquiry
TCK000379,H47225,2026-06-03 15:18:00,I was billed for a bill payment that never went through.,billing_dispute
TCK000380,H32914,2026-06-04 02:41:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000381,H01592,2026-07-30 08:15:00,I was charged twice for the same merchant payment this week.,billing_dispute
TCK000382,H04433,2026-07-19 21:20:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000383,H43113,2026-06-07 13:21:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute
TCK000384,H48564,2026-06-18 17:59:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000385,H57597,2026-07-03 15:21:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000386,H77866,2026-06-26 09:09:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000387,H53920,2026-07-20 19:07:00,I was billed for a bill payment that never went through.,billing_dispute
TCK000388,H74812,2026-06-30 02:39:00,My SIM card stopped working and now money is missing from my wallet.,account_takeover
TCK000389,H29063,2026-07-02 10:49:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute
TCK000390,H26556,2026-06-13 23:31:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000391,H25120,2026-06-08 04:12:00,I was billed for a bill payment that never went through.,billing_dispute
TCK000392,H04242,2026-06-22 22:03:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000393,H41327,2026-07-15 16:12:00,How long does a merchant payment normally take to reflect?,general_inquiry
TCK000394,H49306,2026-07-18 02:54:00,How long does a merchant payment normally take to reflect?,general_inquiry
TCK000395,H75751,2026-07-28 21:49:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000396,H37671,2026-07-06 21:23:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000397,H31239,2026-06-19 22:11:00,What documents do I need to upgrade my account tier?,general_inquiry
TCK000398,H46650,2026-06-02 09:24:00,I was billed for a bill payment that never went through.,billing_dispute
TCK000399,H08435,2026-06-09 19:06:00,What documents do I need to upgrade my account tier?,general_inquiry
TCK000400,H00978,2026-06-26 06:06:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000401,H90422,2026-06-09 08:51:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000402,H37109,2026-07-08 19:23:00,What documents do I need to upgrade my account tier?,general_inquiry
TCK000403,H55824,2026-07-29 14:48:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000404,H66299,2026-07-03 04:37:00,How long does a merchant payment normally take to reflect?,general_inquiry
TCK000405,H86291,2026-06-04 17:25:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000406,H73060,2026-06-30 14:08:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000407,H12257,2026-06-21 15:51:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000408,H65094,2026-07-26 00:29:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000409,H71005,2026-06-03 16:49:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000410,H75118,2026-07-16 10:49:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000411,H29250,2026-06-19 18:18:00,What documents do I need to upgrade my account tier?,general_inquiry
TCK000412,H37528,2026-06-23 05:51:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000413,H32914,2026-06-16 18:35:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000414,H01797,2026-06-13 10:38:00,How long does a merchant payment normally take to reflect?,general_inquiry
TCK000415,H27034,2026-07-24 00:51:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000416,H77879,2026-07-04 05:37:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute
TCK000417,H57522,2026-06-19 02:47:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000418,H20597,2026-06-09 12:38:00,I was billed for a bill payment that never went through.,billing_dispute
TCK000419,H69328,2026-07-11 17:55:00,How long does a merchant payment normally take to reflect?,general_inquiry
TCK000420,H74901,2026-06-04 23:43:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000421,H13188,2026-06-25 06:09:00,What documents do I need to upgrade my account tier?,general_inquiry
TCK000422,H22462,2026-06-23 16:07:00,I was charged twice for the same merchant payment this week.,billing_dispute
TCK000423,H54524,2026-07-15 12:43:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000424,H87569,2026-06-11 17:00:00,How long does a merchant payment normally take to reflect?,general_inquiry
TCK000425,H81998,2026-07-30 17:29:00,I was billed for a bill payment that never went through.,billing_dispute
TCK000426,H82313,2026-06-03 16:55:00,I was charged twice for the same merchant payment this week.,billing_dispute
TCK000427,H26050,2026-06-14 17:37:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000428,H41369,2026-06-14 07:36:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000429,H75334,2026-07-12 17:03:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000430,H13385,2026-06-09 06:56:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000431,H99559,2026-06-21 02:14:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000432,H15236,2026-07-14 11:36:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute
TCK000433,H90422,2026-07-15 12:25:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000434,H33368,2026-06-20 20:44:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000435,H62054,2026-06-09 02:54:00,How long does a merchant payment normally take to reflect?,general_inquiry
TCK000436,H81954,2026-07-17 14:17:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000437,H22258,2026-06-10 05:30:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000438,H63882,2026-07-11 10:25:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000439,H30786,2026-07-18 05:42:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000440,H01592,2026-07-08 16:46:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000441,H20035,2026-07-19 23:23:00,What documents do I need to upgrade my account tier?,general_inquiry
TCK000442,H09430,2026-06-28 20:30:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000443,H37508,2026-06-04 12:29:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000444,H46478,2026-07-07 11:17:00,How long does a merchant payment normally take to reflect?,general_inquiry
TCK000445,H31763,2026-07-11 10:42:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000446,H00023,2026-07-20 03:47:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000447,H35993,2026-06-21 05:49:00,I was charged twice for the same merchant payment this week.,billing_dispute
TCK000448,H08521,2026-06-02 06:44:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute
TCK000449,H14780,2026-06-22 13:49:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000450,H37137,2026-07-15 10:53:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000451,H16166,2026-07-20 09:12:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000452,H17100,2026-06-07 03:14:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute
TCK000453,H18732,2026-06-21 20:21:00,What documents do I need to upgrade my account tier?,general_inquiry
TCK000454,H77274,2026-06-16 23:22:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000455,H89803,2026-07-25 15:02:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000456,H68066,2026-07-22 23:05:00,Someone changed my PIN and I can no longer log in to my account.,account_takeover
TCK000457,H99337,2026-07-16 02:37:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000458,H92303,2026-07-14 16:07:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000459,H58056,2026-07-25 18:32:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000460,H57522,2026-06-29 10:14:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000461,H33997,2026-06-13 11:02:00,How long does a merchant payment normally take to reflect?,general_inquiry
TCK000462,H13577,2026-07-12 02:55:00,How long does a merchant payment normally take to reflect?,general_inquiry
TCK000463,H80098,2026-06-20 07:43:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000464,H49993,2026-07-22 10:01:00,Someone changed my PIN and I can no longer log in to my account.,account_takeover
TCK000465,H77755,2026-07-29 01:48:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000466,H34238,2026-07-25 10:56:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000467,H62651,2026-06-28 09:01:00,How long does a merchant payment normally take to reflect?,general_inquiry
TCK000468,H56874,2026-06-18 12:39:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000469,H73459,2026-06-07 03:09:00,I was charged twice for the same merchant payment this week.,billing_dispute
TCK000470,H55070,2026-07-09 05:24:00,I was charged twice for the same merchant payment this week.,billing_dispute
TCK000471,H67717,2026-07-28 01:29:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000472,H33865,2026-06-08 18:01:00,How long does a merchant payment normally take to reflect?,general_inquiry
TCK000473,H24016,2026-06-24 21:46:00,How long does a merchant payment normally take to reflect?,general_inquiry
TCK000474,H75294,2026-06-15 23:19:00,How long does a merchant payment normally take to reflect?,general_inquiry
TCK000475,H29435,2026-06-04 08:24:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000476,H82938,2026-07-24 09:00:00,How long does a merchant payment normally take to reflect?,general_inquiry
TCK000477,H72509,2026-07-20 15:31:00,What documents do I need to upgrade my account tier?,general_inquiry
TCK000478,H53338,2026-07-04 11:05:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000479,H81408,2026-07-29 14:00:00,How long does a merchant payment normally take to reflect?,general_inquiry
TCK000480,H65429,2026-06-12 10:41:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000481,H14031,2026-06-05 12:06:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000482,H05252,2026-06-09 08:29:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute
TCK000483,H34047,2026-07-10 16:56:00,How long does a merchant payment normally take to reflect?,general_inquiry
TCK000484,H20696,2026-06-01 06:22:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute
TCK000485,H98668,2026-07-11 06:40:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000486,H08356,2026-07-23 03:08:00,What documents do I need to upgrade my account tier?,general_inquiry
TCK000487,H09155,2026-06-12 07:38:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000488,H24467,2026-06-22 00:55:00,What documents do I need to upgrade my account tier?,general_inquiry
TCK000489,H81465,2026-06-11 08:36:00,I was charged twice for the same merchant payment this week.,billing_dispute
TCK000490,H81706,2026-07-05 05:59:00,Someone changed my PIN and I can no longer log in to my account.,account_takeover
TCK000491,H59425,2026-06-19 15:56:00,I was charged twice for the same merchant payment this week.,billing_dispute
TCK000492,H73806,2026-07-12 00:56:00,I was charged twice for the same merchant payment this week.,billing_dispute
TCK000493,H65429,2026-07-28 05:42:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000494,H23252,2026-07-09 12:30:00,I was billed for a bill payment that never went through.,billing_dispute
TCK000495,H77720,2026-06-28 14:18:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000496,H74664,2026-06-08 13:52:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000497,H15338,2026-06-05 18:18:00,I was billed for a bill payment that never went through.,billing_dispute
TCK000498,H80556,2026-07-09 09:44:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000499,H77906,2026-06-02 11:22:00,What documents do I need to upgrade my account tier?,general_inquiry
TCK000500,H85901,2026-07-16 15:36:00,My SIM card stopped working and now money is missing from my wallet.,account_takeover
TCK000501,H04002,2026-07-30 03:03:00,I was billed for a bill payment that never went through.,billing_dispute
TCK000502,H51213,2026-06-21 16:51:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000503,H69719,2026-07-14 12:03:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute
TCK000504,H26392,2026-06-23 01:33:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000505,H04954,2026-06-05 22:55:00,I was charged twice for the same merchant payment this week.,billing_dispute
TCK000506,H37203,2026-06-22 01:56:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000507,H20564,2026-06-28 10:37:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000508,H66085,2026-06-11 00:19:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000509,H41327,2026-07-08 01:16:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000510,H58056,2026-06-23 01:48:00,I was charged twice for the same merchant payment this week.,billing_dispute
TCK000511,H33997,2026-06-03 19:02:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000512,H09834,2026-07-18 09:25:00,I was billed for a bill payment that never went through.,billing_dispute
TCK000513,H20035,2026-07-02 03:08:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000514,H51606,2026-07-15 21:11:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000515,H86291,2026-07-27 17:23:00,What documents do I need to upgrade my account tier?,general_inquiry
TCK000516,H58971,2026-06-18 21:43:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000517,H79685,2026-06-02 12:01:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000518,H08891,2026-07-11 01:41:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000519,H30583,2026-06-03 18:45:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000520,H08356,2026-06-02 11:17:00,Someone changed my PIN and I can no longer log in to my account.,account_takeover
TCK000521,H48564,2026-07-04 18:48:00,How long does a merchant payment normally take to reflect?,general_inquiry
TCK000522,H42566,2026-07-27 10:55:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000523,H16563,2026-07-24 21:44:00,How long does a merchant payment normally take to reflect?,general_inquiry
TCK000524,H76068,2026-07-21 19:13:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000525,H10332,2026-06-13 19:05:00,I was billed for a bill payment that never went through.,billing_dispute
TCK000526,H00023,2026-06-19 05:33:00,I received an OTP I never requested and then my balance dropped.,account_takeover
TCK000527,H44808,2026-07-05 17:16:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute
TCK000528,H91080,2026-06-15 22:12:00,I was billed for a bill payment that never went through.,billing_dispute
TCK000529,H54445,2026-06-19 17:06:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000530,H21861,2026-06-16 10:57:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000531,H58548,2026-07-08 07:29:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000532,H80098,2026-07-20 07:21:00,I was charged twice for the same merchant payment this week.,billing_dispute
TCK000533,H43427,2026-06-25 08:22:00,I was charged twice for the same merchant payment this week.,billing_dispute
TCK000534,H94939,2026-07-13 10:26:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute
TCK000535,H68251,2026-07-09 19:01:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000536,H55305,2026-06-15 06:51:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000537,H03552,2026-07-15 06:38:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000538,H76294,2026-06-03 11:31:00,How long does a merchant payment normally take to reflect?,general_inquiry
TCK000539,H31239,2026-06-21 14:14:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000540,H67542,2026-06-20 04:47:00,How long does a merchant payment normally take to reflect?,general_inquiry
TCK000541,H79866,2026-06-22 21:04:00,What documents do I need to upgrade my account tier?,general_inquiry
TCK000542,H61481,2026-06-26 06:29:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000543,H69426,2026-07-30 19:17:00,USSD menu is not loading for me since this morning.,technical_issue
TCK000544,H68251,2026-07-07 19:47:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000545,H24576,2026-07-13 10:58:00,How long does a merchant payment normally take to reflect?,general_inquiry
TCK000546,H82165,2026-06-04 01:53:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000547,H60051,2026-06-11 09:42:00,How long does a merchant payment normally take to reflect?,general_inquiry
TCK000548,H50994,2026-07-03 10:37:00,"I cannot complete a cash-out at the agent, the app freezes on confirmation.",technical_issue
TCK000549,H03697,2026-07-23 11:46:00,I was charged twice for the same merchant payment this week.,billing_dispute
TCK000550,H19042,2026-06-11 13:01:00,I was billed for a bill payment that never went through.,billing_dispute
TCK000551,H53422,2026-06-10 13:51:00,I was charged twice for the same merchant payment this week.,billing_dispute
TCK000552,H95498,2026-07-12 14:27:00,"The transaction fee on my transfer looks higher than usual, please review.",billing_dispute
TCK000553,H37563,2026-06-23 04:59:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000554,H39240,2026-06-26 10:14:00,How long does a merchant payment normally take to reflect?,general_inquiry
TCK000555,H13400,2026-07-02 00:04:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000556,H54445,2026-06-07 03:58:00,I was billed for a bill payment that never went through.,billing_dispute
TCK000557,H54445,2026-06-28 21:06:00,I was billed for a bill payment that never went through.,billing_dispute
TCK000558,H89543,2026-07-10 09:45:00,The app keeps crashing when I try to send money to a contact.,technical_issue
TCK000559,H56672,2026-06-11 22:20:00,Can you explain the daily transfer limit on my account tier?,general_inquiry
TCK000560,H67530,2026-06-27 01:34:00,USSD menu is not loading for me since this morning.,technical_issue
